datetime,username,tweet,tweet_cleaned
2022-10-27 07:03:29+00:00,roman_paqr,"2️⃣.
Puan jg trs mendorong pemerintah pusat maupun daerah utk segera membentuk satuan tugas (satgas) guna mencegah kasus² kekerasan seksual yg terjadi di lingkungan institusi negara, terlebih krn sdh ada #UUTPKS no 12 thn 2022.

#DPRuntukNegeri 
Terus mendengar aspirasi rakyat https://t.co/nqMjpmitRg",     puan jg trs mendorong pemerintah pusat maupun daerah utk segera membentuk satuan tugas  satgas  guna mencegah kasus  kekerasan seksual yg terjadi di lingkungan institusi negara  terlebih krn sdh ada  no    thn          terus mendengar aspirasi rakyat 
2022-10-27 07:03:28+00:00,roman_paqr,"1️⃣.
Ketua DPR @puanmaharani_ri baru² ini menyoroti kasus kekerasan seksual yg trjadi di Kementerian Koperasi n UKM (Kemenkop-UKM).
Ia mendesak agar para pelaku kekerasan seksual mndpt sanksi tegas.
#UUTPKS
#DPRuntukNegeri 
Terus mendengar aspirasi rakyat
🏛️https://t.co/FSMJ3yGJf1",     ketua dpr  baru  ini menyoroti kasus kekerasan seksual yg trjadi di kementerian koperasi n ukm  kemenkop ukm   ia mendesak agar para pelaku kekerasan seksual mndpt sanksi tegas     terus mendengar aspirasi rakyat   
2022-10-27 07:02:06+00:00,FigoFico,"2. membentuk Satgas Anti Kekerasan Seksual sebagai garda terdepan, yg mengawal penyelesaian kasus kekerasan seksual.
.
Dalam #UUTPKS pun telah diatur pemberatan ancaman hukuman bagi pelaku kekerasan seksual.
.
#DPRuntukNegeri
Terus mendengar aspirasi rakyat https://t.co/S5TtViDRta",   membentuk satgas anti kekerasan seksual sebagai garda terdepan  yg mengawal penyelesaian kasus kekerasan seksual    dalam  pun telah diatur pemberatan ancaman hukuman bagi pelaku kekerasan seksual     terus mendengar aspirasi rakyat 
2022-10-27 07:01:58+00:00,FigoFico,"1. Kasus kekerasan seksual yg menimpa salah satu tenaga honorer di salah satu kementerian terus menjadi perhatian serius Ketua DPR RI @puanmaharani_ri, Puan pun mendorong agar institusi negara
.
#UUTPKS
#DPRuntukNegeri
Terus mendengar aspirasi rakyat 
https://t.co/qjyijxzPjg",   kasus kekerasan seksual yg menimpa salah satu tenaga honorer di salah satu kementerian terus menjadi perhatian serius ketua dpr ri   puan pun mendorong agar institusi negara     terus mendengar aspirasi rakyat  
2022-10-27 07:01:49+00:00,rosecellow,"2. Puan pun mendesak agar pelaku kekerasan seksual diberikan sanksi tegas apalagi saat ini sudah ada UU No. 12 Tahun 2022 tentang #UUTPKS

Selain itu, Puan meminta korban kekerasan seksual diberikan pendampingan hukum.

#DPRuntukNegeri
Terus mendengar aspirasi rakyat https://t.co/8RPtIsZp0f",   puan pun mendesak agar pelaku kekerasan seksual diberikan sanksi tegas apalagi saat ini sudah ada uu no     tahun      tentang   selain itu  puan meminta korban kekerasan seksual diberikan pendampingan hukum    terus mendengar aspirasi rakyat 
2022-10-27 07:01:48+00:00,rosecellow,"1. Adanya kasus kekerasan seksual yg trjd kpd slh satu tenaga honorer di salah satu Kementerian mnjd perhatian Ketua DPR RI @puanmaharani_ri.
Ia meminta agar dibentuk Satgas Anti kekerasan seksual.

#UUTPKS
#DPRuntukNegeri
Terus mendengar aspirasi rakyat

https://t.co/dSHR07bbEW",   adanya kasus kekerasan seksual yg trjd kpd slh satu tenaga honorer di salah satu kementerian mnjd perhatian ketua dpr ri   ia meminta agar dibentuk satgas anti kekerasan seksual     terus mendengar aspirasi rakyat  
2022-10-27 07:01:10+00:00,abbynfam,"2.
Lanjut @puanmaharani_ri mengingatkan pihak-pihak terkait untuk memberikan pendampingan kpd korban untuk pemulihan pendampingan hukum &amp; terjaminnya hak korban
Keadilan bagi korban harus ditegakkan tdk boleh ada intervensi

#UUTPKS
#DPRuntukNegeri
Terus mendengar aspirasi rakyat https://t.co/KNZMleDS0M",   lanjut  mengingatkan pihak pihak terkait untuk memberikan pendampingan kpd korban untuk pemulihan pendampingan hukum  amp  terjaminnya hak korban keadilan bagi korban harus ditegakkan tdk boleh ada intervensi    terus mendengar aspirasi rakyat 
2022-10-27 07:01:09+00:00,abbynfam,"1.
Kasus kekerasan seksual yg menimpa tenaga honorer disalah satu kementerian
Ditanggpai tegas ketua DPR RI @puanmaharani_ri  Ia mendorong pemerintah segera membentuk satgas terkait kasus tsb 
#UUTPKS
#DPRuntukNegeri
Terus mendengar aspirasi rakyat
Sumber:
https://t.co/jpbzTsBgz9",   kasus kekerasan seksual yg menimpa tenaga honorer disalah satu kementerian ditanggpai tegas ketua dpr ri  ia mendorong pemerintah segera membentuk satgas terkait kasus tsb    terus mendengar aspirasi rakyat sumber  
2022-10-27 07:00:21+00:00,AksaraAnda,"2. penanganan, penyelesaian &amp; pencegahan kasus kekerasan seksual

Puan mendesak agar para pelaku mendapatkan sanksi yang tegas. Terlebih saat ini sudah adanya #UUTPKS Nomor 12 Tahun 2022 tentang Tindak Pidana Kekerasan Seksual.

#DPRuntukNegeri
Terus mendengar aspirasi rakyat https://t.co/kj4Q9L5W7E",   penanganan  penyelesaian  amp  pencegahan kasus kekerasan seksual  puan mendesak agar para pelaku mendapatkan sanksi yang tegas  terlebih saat ini sudah adanya  nomor    tahun      tentang tindak pidana kekerasan seksual    terus mendengar aspirasi rakyat 
2022-10-27 07:00:18+00:00,AksaraAnda,"1. Ketua DPR RI @puanmaharani_ri menyoroti kasus kekerasan seksual kepada salah satu tenaga honorer di salah satu kementerian. Ia mendorong agar pemerintah membentuk satgas guna mengatur pemulihan

#UUTPKS
#DPRuntukNegeri
Terus mendengar aspirasi rakyat

https://t.co/hTRukFg1zR🇲🇨",   ketua dpr ri  menyoroti kasus kekerasan seksual kepada salah satu tenaga honorer di salah satu kementerian  ia mendorong agar pemerintah membentuk satgas guna mengatur pemulihan    terus mendengar aspirasi rakyat  
2022-10-27 07:00:14+00:00,yeributkuy,"Institusi negara hrus pnya satgas anti kekerasan seksual dan Puan mndesak agar pelaku kekerasan seksual mndptkan sanksi yg tegas. Trlebih saat ini sdah adanya UU Nomor 12 Tahun 2022 tentang Tindak Pidana Kekerasan Seksual. 
#UUTPKS
#DPRuntukNegeri
Terus mendengar aspirasi rakyat. https://t.co/RCwNT42fjQ",institusi negara hrus pnya satgas anti kekerasan seksual dan puan mndesak agar pelaku kekerasan seksual mndptkan sanksi yg tegas  trlebih saat ini sdah adanya uu nomor    tahun      tentang tindak pidana kekerasan seksual     terus mendengar aspirasi rakyat  
2022-10-27 07:00:12+00:00,yeributkuy,"1. Ketua DPR RI @puanmaharani_ri mnyroti kasus kekerasan seksual yg trjdi kpd slah satu tenaga honorer di kementerian. Ia pun drong pemerintah membentuk satgas guna mencegah kasus kekerasan seksual.
#UUTPKS
#DPRuntukNegeri
Terus mendengar aspirasi rakyat
https://t.co/XKVFT7zlSF;",   ketua dpr ri  mnyroti kasus kekerasan seksual yg trjdi kpd slah satu tenaga honorer di kementerian  ia pun drong pemerintah membentuk satgas guna mencegah kasus kekerasan seksual    terus mendengar aspirasi rakyat 
2022-10-27 07:00:11+00:00,cintyakalisa,"1. Ketua DPR RI, @puanmaharani_ri menyoroti kasus kekerasan seksual yg terjadi kepada salah satu tenaga honorer di salah satu kementerian.
Puan pun mendorong untuk membentuk satgas pada kasus tsb.

https://t.co/Pwo2GvjBBZ

#UUTPKS
#DPRuntukNegeri
Terus mendengar aspirasi rakyat",   ketua dpr ri   menyoroti kasus kekerasan seksual yg terjadi kepada salah satu tenaga honorer di salah satu kementerian  puan pun mendorong untuk membentuk satgas pada kasus tsb       terus mendengar aspirasi rakyat
2022-10-27 06:54:50+00:00,Shafaluphmarvin,Kemenkopukm berjanji bakal merumuskan SOP pencegahan kekerasan seksual sesuai UU TPKS dan akan melaporkan langkah-langkah perkembangan penanganan kasus ke publik kemudian merumuskan sanksi bagi pelaku.,kemenkopukm berjanji bakal merumuskan sop pencegahan kekerasan seksual sesuai uu tpks dan akan melaporkan langkah langkah perkembangan penanganan kasus ke publik kemudian merumuskan sanksi bagi pelaku 
2022-10-27 05:44:11+00:00,dnianggr77,"@PuanGarisLucu @puanmaharani_ri Sepakattt buu @puanmaharani_ri , kekerasan seksual adalah sebuah tindakan keji. Harus ada evaluasi agar tak terjadi kekerasan seksual lagi, dengan ada UU TPKS saya yakin kekerasan seksual akan memudar dan menghilang.",  sepakatt buu    kekerasan seksual adalah sebuah tindakan keji  harus ada evaluasi agar tak terjadi kekerasan seksual lagi  dengan ada uu tpks saya yakin kekerasan seksual akan memudar dan menghilang 
2022-10-27 04:43:00+00:00,makusalari,"@PuanGarisLucu @puanmaharani_ri Sepakat dgn bu @puanmaharani_ri . Kekerasan seksual harus di perhatikan di negeri ini, banyaknya kasus kekerasan seksual yang berarti harus dibenahi. Semoga sengan adanya UU TPKS kekerasan seksual kedepannya akan sirna.",  sepakat dgn bu    kekerasan seksual harus di perhatikan di negeri ini  banyaknya kasus kekerasan seksual yang berarti harus dibenahi  semoga sengan adanya uu tpks kekerasan seksual kedepannya akan sirna 
2022-10-27 03:14:16+00:00,DPR_RI,"Ketua DPR RI, Puan Maharani menyoroti kasus kekerasan seksual yang terjadi kepada salah satu tenaga honorer di salah satu kementerian. Ia pun mendorong agar pemerintah membentuk satgas guna mengatur pemulihan, penanganan, penyelesaian &amp; pencegahan kasus kekerasan seksual. #UUTPKS https://t.co/xHNJAdfWwm",ketua dpr ri  puan maharani menyoroti kasus kekerasan seksual yang terjadi kepada salah satu tenaga honorer di salah satu kementerian  ia pun mendorong agar pemerintah membentuk satgas guna mengatur pemulihan  penanganan  penyelesaian  amp  pencegahan kasus kekerasan seksual   
2022-10-27 01:55:51+00:00,bestariameliaa,@PuanGarisLucu @puanmaharani_ri Sepakat bu @puanmaharani_ri dengan disahkannya UU TPKS ini baiknya proses penerapan dan pelaksanaannya pun harus mendapat perhatian lebih di lapangan agar berjalan dengan semestinya. Saya yakin Bu @puanmaharani_ri mampu mengawal pelaksanaannya agar terimplementasi dgn baik.,  sepakat bu  dengan disahkannya uu tpks ini baiknya proses penerapan dan pelaksanaannya pun harus mendapat perhatian lebih di lapangan agar berjalan dengan semestinya  saya yakin bu  mampu mengawal pelaksanaannya agar terimplementasi dgn baik 
2022-10-27 00:04:40+00:00,KopBam,"@PNS_Ababil @BKNgoid @kempanrb Kan, ada dinas P3AP2KB di setiap daerah. Mestinya sosialisasi UU TPKS, tuh. Biar PNS bapuck² pada paham, atau seenggaknya mikir 2x sebelum mesum",  kan  ada dinas p ap kb di setiap daerah  mestinya sosialisasi uu tpks  tuh  biar pns bapuck  pada paham  atau seenggaknya mikir  x sebelum mesum
2022-10-26 17:04:06+00:00,mangapsiswa,Grgr ada UU tpks jadi takut pakai sabun colek,grgr ada uu tpks jadi takut pakai sabun colek
2022-10-26 13:30:47+00:00,aslinaAnthiq,UU TPKS kan adaaaaa,uu tpks kan adaa
2022-10-26 08:03:02+00:00,validnewsid,Satgas antikekerasan seksual punya dasar hukum berdasarkan UU TPKS. https://t.co/6fl8bj4DR7,satgas antikekerasan seksual punya dasar hukum berdasarkan uu tpks  
2022-10-26 05:38:20+00:00,faridrdoni,"@korantempo wah kok gini yah @KemenkopUKM utk perilaku #kekerasanseksual pda perempuan, mana nih penerapan tegas UU TPKS di #NKRI @kpp_pa @KomnasPerempuan @KomnasHAM @PolhukamRI @Kemenkumham_RI @DPR_RI @DivHumas_Polri #uutpks #melawanlupa #UsutTuntas #semuabisakena", wah kok gini yah  utk perilaku  pda perempuan  mana nih penerapan tegas uu tpks di  
2022-10-26 04:57:06+00:00,IdusMasdi,"Penerapan UU TPKS  di masyarakat masih mengalami tantangan dan ganjalan.  Apa saja tantangannya, simak dialog berikut ini. GARVITA TALK | Ratna Batara Munti : Jangan Terkecoh Dengan Pengalihan Is... https://t.co/iyrSycApNw via @YouTube",penerapan uu tpks  di masyarakat masih mengalami tantangan dan ganjalan   apa saja tantangannya  simak dialog berikut ini  garvita talk   ratna batara munti   jangan terkecoh dengan pengalihan is    via 
2022-10-26 04:05:26+00:00,zuriat_fadil,"Makanya pas disahkan UUTPKS aku ama Binik ampe bikin perayaan kecil²an sendiri. Initu beneran prodak hukum yg ngembaliin rasa optimis pada proses demokrasi negara ini.
Selain isinya, prosesnya juga menarik.

Iya maaf, info tambahan yg gak penting. Cuma seneng aja 😅",makanya pas disahkan uutpks aku ama binik ampe bikin perayaan kecil an sendiri  initu beneran prodak hukum yg ngembaliin rasa optimis pada proses demokrasi negara ini  selain isinya  prosesnya juga menarik   iya maaf  info tambahan yg gak penting  cuma seneng aja  
2022-10-26 04:01:46+00:00,zuriat_fadil,"Kalau regulasi hukumnya berubah. Atmosfir sosial bisa ikut berbenah sedikit demi sedikit.

Berharap dari bawah ke atas?
Realitanya:
Prodak hukum kita yang beneran hasil tekanan dari ""bawah ke atas"" dgn jejaring sampai mainstreaming, segini umur negaranya, baru UU TPKS lho. Cmiiw",kalau regulasi hukumnya berubah  atmosfir sosial bisa ikut berbenah sedikit demi sedikit   berharap dari bawah ke atas  realitanya  prodak hukum kita yang beneran hasil tekanan dari  bawah ke atas  dgn jejaring sampai mainstreaming  segini umur negaranya  baru uu tpks lho  cmiiw
2022-10-26 03:45:08+00:00,cuitanrini,"Tapi, mereka sdh pernah menyusun aturan turunan UU TPKS. Dan katanya akan berkomitmen utk menerapkan di lingkungan lembaganya. 🤔

https://t.co/Jw442ZcncB",tapi  mereka sdh pernah menyusun aturan turunan uu tpks  dan katanya akan berkomitmen utk menerapkan di lingkungan lembaganya     
2022-10-26 03:45:07+00:00,cuitanrini,"Ketika RUU TPKS disahkan menjadi UU, harus dibarengi dgn komitmen negara utk:

Pertama, memaksa setiap lembaganya, korporasi/tempat kerja, lembaga pendidikan, dan lembaga masyarakat untuk menerapkan standar perlindungan terhadap perempuan dari kekerasan seksual.",ketika ruu tpks disahkan menjadi uu  harus dibarengi dgn komitmen negara utk   pertama  memaksa setiap lembaganya  korporasi tempat kerja  lembaga pendidikan  dan lembaga masyarakat untuk menerapkan standar perlindungan terhadap perempuan dari kekerasan seksual 
2022-10-26 03:10:01+00:00,CelotehAB,"@girlsslay__ Mungkin karena ketidak tahuan
Tapi seriusan UU TPKS itu jelas banget dan berat
😭", mungkin karena ketidak tahuan tapi seriusan uu tpks itu jelas banget dan berat  
2022-10-26 03:08:15+00:00,CelotehAB,"@Jahe_Panazz UU TPKS serem bunz
Dan ini sangat memancing perhatian banget", uu tpks serem bunz dan ini sangat memancing perhatian banget
2022-10-26 02:58:12+00:00,heztya,"Tolong jgn sumpahin anak pelaku KS diperkosa. Krn mereka bs jadi sudah jadi korban pelaku KS yg adalah bapaknya sendiri

Mending didoain pelaku KS dikebiri fisik. Jgn sampe punya anak. Kasian anaknya...

UUTPKS udah ada kan... Tolong penuhi bantuan pemulihan untk korban",tolong jgn sumpahin anak pelaku ks diperkosa  krn mereka bs jadi sudah jadi korban pelaku ks yg adalah bapaknya sendiri  mending didoain pelaku ks dikebiri fisik  jgn sampe punya anak  kasian anaknya    uutpks udah ada kan   tolong penuhi bantuan pemulihan untk korban
2022-10-26 02:14:51+00:00,CelotehAB,"Ibarat ditempat yang gelap
Di sini salah atau benar itu memang sangat hablur

Tapi ancaman UU TPKS itu nyata om

🤣🤣🤣",ibarat ditempat yang gelap di sini salah atau benar itu memang sangat hablur  tapi ancaman uu tpks itu nyata om    
2022-10-26 01:58:18+00:00,CelotehAB,"@Rosse12121 Wkwkwk
Underage
Serem

Kaitannya sama UU TPKS", wkwkwk underage serem  kaitannya sama uu tpks
2022-10-26 01:27:27+00:00,superradioid,"Cegah Kekerasan Seksual di Institusi Negara, Puan Dorong Pembentukan Satgas #CegahKekerasanSeksualdiInstitusiNegara #kekerasanseksual #KetuaDPRRI #puanmaharani #Satgas #UUTPKS

https://t.co/yvdkqNW8Dm https://t.co/QinfHbV3v9",cegah kekerasan seksual di institusi negara  puan dorong pembentukan satgas     
2022-10-26 01:23:48+00:00,CelotehAB,"Kalo tentang konteks Anak dibawah umur bener banget ibunz
Harus tegas

Buat yang sering tanya diDM
Soal ABG
Cuma bisa bilang
Kadang tidak tau, malas tau dan ngawur itu batasannya sangat tipis

Coba searching tentang
Usia dewasa secara hukum dan UU TPKS
Gak main-main Booos...!!!",kalo tentang konteks anak dibawah umur bener banget ibunz harus tegas  buat yang sering tanya didm soal abg cuma bisa bilang kadang tidak tau  malas tau dan ngawur itu batasannya sangat tipis  coba searching tentang usia dewasa secara hukum dan uu tpks gak main main boos    
2022-10-26 00:16:04+00:00,namasteolin,"mohon @CommuterLine utk bantu penjagaan dan pengawasan lebih sistematis utk kurangi pelecehan seksual di ruang publik, mari cek UU TPKS no 12 thn 2022",mohon  utk bantu penjagaan dan pengawasan lebih sistematis utk kurangi pelecehan seksual di ruang publik  mari cek uu tpks no    thn     
2022-10-25 16:02:05+00:00,PuanGarisLucu,Kasus kekerasan seksual harus jadi perhatian bersama. Dengan adanya UU TPKS semoga bisa jadi rujukan dalam pencegahan dan penanganannya. Pelaku pun dapat dihukum dengan berat dan maksimal,kasus kekerasan seksual harus jadi perhatian bersama  dengan adanya uu tpks semoga bisa jadi rujukan dalam pencegahan dan penanganannya  pelaku pun dapat dihukum dengan berat dan maksimal
2022-10-25 15:00:15+00:00,haedinkamal,"Berangkat dri keresahan bersama, mari kita bergerak bersama mewujudkan tujuan UU TPKS dan Permen no 30 tahun 2021 tentang Pencegahan dan Penanganan Kekerasan Seksual di Lingkungan Perguruan Tinggi.
#UntirtaAmanDariKekerasan 
#GerakBersama https://t.co/iT0t9oxyHU",berangkat dri keresahan bersama  mari kita bergerak bersama mewujudkan tujuan uu tpks dan permen no    tahun      tentang pencegahan dan penanganan kekerasan seksual di lingkungan perguruan tinggi     
2022-10-25 14:28:49+00:00,MrJack_77777,"@febridiansyah @_ikhsanrizky Jika merujuk pada UU TPKS, bisa saja alm. Yosua yg menjadi korban pelecehan atau perkosaan. Krn alm. Yosua sudah meninggal tidak bisa bersaksi, kasus pelecehan &amp; pembunuhan itu 2 kasus berbeda. Ga ada 1 pun putusan pengadilan sejauh ini menetapkan Alm. Yosua sbg pelaku pelecehan. https://t.co/LhbUBD0JCq",  jika merujuk pada uu tpks  bisa saja alm  yosua yg menjadi korban pelecehan atau perkosaan  krn alm  yosua sudah meninggal tidak bisa bersaksi  kasus pelecehan  amp  pembunuhan itu   kasus berbeda  ga ada   pun putusan pengadilan sejauh ini menetapkan alm  yosua sbg pelaku pelecehan  
2022-10-25 14:06:23+00:00,febridiansyah,@_ikhsanrizky @MrJack_77777 Keliru. UU TPKS tidak mengatur begitu.,  keliru  uu tpks tidak mengatur begitu 
2022-10-25 13:47:32+00:00,validnewsid,"Satgas Antikekerasan Seksual sejalan dengan UU TPKS, tidak hanya sekadar mengatur soal pemulihan, penanganan, dan penyelesaian kasus kekerasan seksual https://t.co/2GKiEcgztK",satgas antikekerasan seksual sejalan dengan uu tpks  tidak hanya sekadar mengatur soal pemulihan  penanganan  dan penyelesaian kasus kekerasan seksual 
2022-10-25 13:13:12+00:00,zunairarara,@PejuangPuan Dengernya aja udah miris banget. Knpa sih ya dijaman ini masih bnyak yg melakukan kekerasa seksual? Apalagi terhadap anak-anak. Bu @puanmaharani_ri harus betul-betul membantu menertibkan UU TPKS. Harus di hukum dan di rehabilitasi kali ya pelakunya biar jera.., dengernya aja udah miris banget  knpa sih ya dijaman ini masih bnyak yg melakukan kekerasa seksual  apalagi terhadap anak anak  bu  harus betul betul membantu menertibkan uu tpks  harus di hukum dan di rehabilitasi kali ya pelakunya biar jera  
2022-10-25 13:09:04+00:00,validnewsid,"Satgas Anti Kekerasan Seksual sejalan dengan UU TPKS, tidak hanya sekadar mengatur soal pemulihan, penanganan, dan penyelesaian kasus kekerasan seksual https://t.co/ZMp2QjreQT",satgas anti kekerasan seksual sejalan dengan uu tpks  tidak hanya sekadar mengatur soal pemulihan  penanganan  dan penyelesaian kasus kekerasan seksual 
2022-10-25 13:09:03+00:00,validnewsid,"Satgas Anti Kekerasan Seksual sejalan dengan UU TPKS, tidak hanya sekadar mengatur soal pemulihan, penanganan, dan penyelesaian kasus kekerasan seksual https://t.co/9fhx0XnbWz",satgas anti kekerasan seksual sejalan dengan uu tpks  tidak hanya sekadar mengatur soal pemulihan  penanganan  dan penyelesaian kasus kekerasan seksual 
2022-10-25 13:09:01+00:00,validnewsid,"Satgas Antikekerasan Seksual sejalan dengan UU TPKS, tidak hanya sekadar mengatur soal pemulihan, penanganan, dan penyelesaian kasus kekerasan seksual https://t.co/9fhx0XnbWz",satgas antikekerasan seksual sejalan dengan uu tpks  tidak hanya sekadar mengatur soal pemulihan  penanganan  dan penyelesaian kasus kekerasan seksual 
2022-10-25 11:47:40+00:00,sekarayuuuw,@PejuangPuan Aku harap pemerintah menaruh perhatian lebih dlm kekerasan yg menimpa perempuan &amp; anak dgn terus menegakkan aturan sperti UU TPKS dgn sebaik-baiknya. @puanmaharani_ri, aku harap pemerintah menaruh perhatian lebih dlm kekerasan yg menimpa perempuan  amp  anak dgn terus menegakkan aturan sperti uu tpks dgn sebaik baiknya  
2022-10-25 10:48:59+00:00,cacing_nagari,"@kochengable @InfoKRL @CommuterLine @KAI121 Peluksss...tetap kuat ya....buat siapapun, jangan takut lapor. Aparat Penegak Hukum dan siapapun wajib merespon laporan korban dan menerapkan UU TPKS",  pelukss  tetap kuat ya  buat siapapun  jangan takut lapor  aparat penegak hukum dan siapapun wajib merespon laporan korban dan menerapkan uu tpks
2022-10-25 10:45:09+00:00,cacing_nagari,@ainicasi @kochengable @InfoKRL @CommuterLine @KAI121 kita sekarang punya UU TPKS. Suara korban adalah bukti. Jadi jangan takut melapor,  kita sekarang punya uu tpks  suara korban adalah bukti  jadi jangan takut melapor
2022-10-25 08:09:55+00:00,tweetedbyzahra,"@23__aisya___ Gak, dikit doang. Karena penasaran, ga lanjut baca twitt kamu trus langsung binge watching. Wkwk.

Nah itu dia, publik ga percaya ini jadi ada 2 sisi mata uang. Satu sisi PC nggak akan diringankan, sisi lain akan memberatkan korban KS ke depannya. Sedih. Padahal uu tpks baru jadi", gak  dikit doang  karena penasaran  ga lanjut baca twitt kamu trus langsung binge watching  wkwk   nah itu dia  publik ga percaya ini jadi ada   sisi mata uang  satu sisi pc nggak akan diringankan  sisi lain akan memberatkan korban ks ke depannya  sedih  padahal uu tpks baru jadi
2022-10-25 06:16:04+00:00,uray_24,"@PolJokesID Gimana nih bu @puanmaharani_ri dan pak @ListyoSigitP implementasi UU No 12 Th 2022 tentang T.P. Kekerasan Seksual yang salah satu pasalnya

1. Jenis TPKS meliputi perkosaan (Pasal 4 ayat (2) huruf a);
2. TPKS tidak bisa keadilan restoratif kecuali pelaku anak (Pasal 23)", gimana nih bu  dan pak  implementasi uu no    th      tentang t p  kekerasan seksual yang salah satu pasalnya     jenis tpks meliputi perkosaan  pasal   ayat     huruf a      tpks tidak bisa keadilan restoratif kecuali pelaku anak  pasal    
2022-10-25 05:48:43+00:00,raybrix,"Bapaknya kereennn 👍 langsung libas anaknya yang GATEL wkwkw

Nih 👉 https://t.co/PyETwpY9pv contoh cewe elegant 👌

Cewe punya HAK utk menolak &amp; menjaga apem-nya masing². Udh diproteksi UUTPKS kok masi dungu?",bapaknya kereenn   langsung libas anaknya yang gatel wkwkw  nih    contoh cewe elegant    cewe punya hak utk menolak  amp  menjaga apem nya masing   udh diproteksi uutpks kok masi dungu 
2022-10-25 03:45:41+00:00,tsaradiary,"@febridiansyah @dewagedepermana Ya karena pelaku2 pembunuhan paham betul sama hukum, terlebih paham dgn UU TPKS ;)",  ya karena pelaku  pembunuhan paham betul sama hukum  terlebih paham dgn uu tpks   
2022-10-25 02:23:42+00:00,outfospaces,"@Adipangadi1 @alverizki @VICE_ID bisa mas, soalnya dulu RUU TPKS belum disahkan. jadi masih pakai hukum perdata, kalo laporan nya dicabut ya udh ngga diterusin prosesnya. kalo sekarang ngga bisa karena udh ada UU TPKS 🙏🏻
cmiiw ya",  bisa mas  soalnya dulu ruu tpks belum disahkan  jadi masih pakai hukum perdata  kalo laporan nya dicabut ya udh ngga diterusin prosesnya  kalo sekarang ngga bisa karena udh ada uu tpks    cmiiw ya
2022-10-24 20:38:11+00:00,Maralintu,"Ayo kementerian dan kepolisian berbenah melek isu TPKS!
Semoga UU TPKS cepat berlaku, agar ketentuan pasal 23 mulai efektif.",ayo kementerian dan kepolisian berbenah melek isu tpks  semoga uu tpks cepat berlaku  agar ketentuan pasal    mulai efektif 
2022-10-24 17:25:14+00:00,Coretanditoilet,"UU TPKS udah bagus, tapi penegak hukumnya yang kelewat bebal.",uu tpks udah bagus  tapi penegak hukumnya yang kelewat bebal 
2022-10-24 13:14:24+00:00,permatadnda,"korban kekerasan seksual berhak atas perlindungan identitas. di UU TPKS sudah ada, termasuk polisi wajib untuk menjaga kerahasiaan identitas korban. tapi @PolresBogorKota malah menunjukkan dirinya nggak paham hukum dan nggak berperspektif korban!",korban kekerasan seksual berhak atas perlindungan identitas  di uu tpks sudah ada  termasuk polisi wajib untuk menjaga kerahasiaan identitas korban  tapi  malah menunjukkan dirinya nggak paham hukum dan nggak berperspektif korban 
2022-10-24 12:39:05+00:00,LarasRasanti,"Pasal 6 (1) UUP, Perkawinan harus didasarkan atas persetujuan kedua calon mempelai.

Pemaksaan perkawinan bisa masuk tindak pidana kekerasan seksual sesuai UU TPKS. 

Penegak hukum&amp; pejabat berwenang seharusnya lebih paham.",pasal       uup  perkawinan harus didasarkan atas persetujuan kedua calon  mempelai   pemaksaan perkawinan bisa masuk tindak pidana kekerasan seksual sesuai uu tpks    penegak hukum amp  pejabat berwenang seharusnya lebih paham 
2022-10-24 12:35:36+00:00,catmerad,"Sekarang, RUU PKSnya udah disahkan jadi UU no 12 tahun 2022 tentang TPKS.

Sekarang juga, yang minjem bukunya malah jadi pelaku KS.

Dibaca gak sih minjem buku teh?
Kocak.",sekarang  ruu pksnya udah disahkan jadi uu no    tahun      tentang tpks   sekarang juga  yang minjem bukunya malah jadi pelaku ks   dibaca gak sih minjem buku teh  kocak 
2022-10-24 10:49:44+00:00,mfatahilahakbar,"Ternyata sudah cukup rame.

Pas banyak kelas td ketriger baca artikel ini.

Ada banyak sekali fakta hukum yang janggal.

1. RJ dilakukan pd kasus KS. Ini melanggar logika bgt. Makanya UU TPKS sdh melarang ini.

2. Hasil RJ nya SP3.

3. Bukti2 lengkap dan bahkan sdh ditahan",ternyata sudah cukup rame   pas banyak kelas td ketriger baca artikel ini   ada banyak sekali fakta hukum yang janggal      rj dilakukan pd kasus ks  ini melanggar logika bgt  makanya uu tpks sdh melarang ini      hasil rj nya sp       bukti  lengkap dan bahkan sdh ditahan
2022-10-24 10:16:52+00:00,afathngantuk,"@aalrizqi @BNGPY Itu ada aturannya di UU perkawinan sama UU TPKS bisa dipidanakan juga, sampe penghulunya. Ya tetep judulnya bukan penistaan agama. Kalau diajukan pake pasal penistaan agama ya malah bakal bebas. Karena gak masuk unsur pidananya",  itu ada aturannya di uu perkawinan sama uu tpks bisa dipidanakan juga  sampe penghulunya  ya tetep judulnya bukan penistaan agama  kalau diajukan pake pasal penistaan agama ya malah bakal bebas  karena gak masuk unsur pidananya
2022-10-24 09:08:19+00:00,iipppeeeh,"Dosen menjadi pelaku pelecehan menegaskn nggak cukup UU TPKS, tapi seluruh sistem kehidupan. #Islamkaffah memberi pembinaan dan perlindungan 
Millenials MMC https://t.co/eWOFPMelge",dosen menjadi pelaku pelecehan menegaskn nggak cukup uu tpks  tapi seluruh sistem kehidupan   memberi pembinaan dan perlindungan  millenials mmc 
